Provinsi,NamaKab/Kota,KodeKab/Kota,Lapangan pekerjaan,Jumlah individu yang bekerja
MALUKU,SERAM BAGIAN TIMUR,8107,Pertambangan /penggalian,6
MALUKU,SERAM BAGIAN TIMUR,8107,Industri pengolahan,143
MALUKU,SERAM BAGIAN TIMUR,8107,Listrik dan gas,6
MALUKU,SERAM BAGIAN TIMUR,8107,Bangunan /konstruksi,159
MALUKU,SERAM BAGIAN TIMUR,8107,Perdagangan,194
MALUKU,SERAM BAGIAN TIMUR,8107,Hotel dan rumah makan,0
MALUKU,SERAM BAGIAN TIMUR,8107,Transportasi dan pergudangan,38
MALUKU,SERAM BAGIAN TIMUR,8107,Informasi & komunikasi,1
MALUKU,SERAM BAGIAN TIMUR,8107,Keuangan dan asuransi,0
MALUKU,SERAM BAGIAN TIMUR,8107,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",15
MALUKU,SERAM BAGIAN TIMUR,8107,Pemulung,111
MALUKU,SERAM BAGIAN TIMUR,8107,Lainnya,486
MALUKU,MALUKU BARAT DAYA,8108,Pertanian tanaman padi & palawija,"16,079"
MALUKU,MALUKU BARAT DAYA,8108,Hortikultura,"1,161"
MALUKU,MALUKU BARAT DAYA,8108,Perkebunan,"2,247"
MALUKU,MALUKU BARAT DAYA,8108,Perikanan Tangkap,532
MALUKU,MALUKU BARAT DAYA,8108,Perikanan Budidaya,808
MALUKU,MALUKU BARAT DAYA,8108,Peternakan,301
MALUKU,MALUKU BARAT DAYA,8108,Kehutanan/ pertanian lainnya,97
MALUKU,MALUKU BARAT DAYA,8108,Pertambangan /penggalian,296
MALUKU,MALUKU BARAT DAYA,8108,Industri pengolahan,61
MALUKU,MALUKU BARAT DAYA,8108,Listrik dan gas,3
MALUKU,MALUKU BARAT DAYA,8108,Bangunan /konstruksi,194
MALUKU,MALUKU BARAT DAYA,8108,Perdagangan,224
MALUKU,MALUKU BARAT DAYA,8108,Hotel dan rumah makan,10
MALUKU,MALUKU BARAT DAYA,8108,Transportasi dan pergudangan,67
MALUKU,MALUKU BARAT DAYA,8108,Informasi & komunikasi,2
MALUKU,MALUKU BARAT DAYA,8108,Keuangan dan asuransi,2
MALUKU,MALUKU BARAT DAYA,8108,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",31
MALUKU,MALUKU BARAT DAYA,8108,Pemulung,90
MALUKU,MALUKU BARAT DAYA,8108,Lainnya,42
MALUKU,BURU SELATAN,8109,Pertanian tanaman padi & palawija,"3,005"
MALUKU,BURU SELATAN,8109,Hortikultura,354
MALUKU,BURU SELATAN,8109,Perkebunan,"6,471"
MALUKU,BURU SELATAN,8109,Perikanan Tangkap,197
MALUKU,BURU SELATAN,8109,Perikanan Budidaya,3
MALUKU,BURU SELATAN,8109,Peternakan,4
MALUKU,BURU SELATAN,8109,Kehutanan/ pertanian lainnya,29
MALUKU,BURU SELATAN,8109,Pertambangan /penggalian,31
MALUKU,BURU SELATAN,8109,Industri pengolahan,61
MALUKU,BURU SELATAN,8109,Listrik dan gas,4
MALUKU,BURU SELATAN,8109,Bangunan /konstruksi,82
MALUKU,BURU SELATAN,8109,Perdagangan,193
MALUKU,BURU SELATAN,8109,Hotel dan rumah makan,3
MALUKU,BURU SELATAN,8109,Transportasi dan pergudangan,64
MALUKU,BURU SELATAN,8109,Informasi & komunikasi,4
MALUKU,BURU SELATAN,8109,Keuangan dan asuransi,3
MALUKU,BURU SELATAN,8109,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",130
MALUKU,BURU SELATAN,8109,Pemulung,250
MALUKU,BURU SELATAN,8109,Lainnya,61
MALUKU,KOTA AMBON,8171,Pertanian tanaman padi & palawija,"1,826"
MALUKU,KOTA AMBON,8171,Hortikultura,722
MALUKU,KOTA AMBON,8171,Perkebunan,380
MALUKU,KOTA AMBON,8171,Perikanan Tangkap,"1,144"
MALUKU,KOTA AMBON,8171,Perikanan Budidaya,21
MALUKU,KOTA AMBON,8171,Peternakan,196
MALUKU,KOTA AMBON,8171,Kehutanan/ pertanian lainnya,100
MALUKU,KOTA AMBON,8171,Pertambangan /penggalian,223
MALUKU,KOTA AMBON,8171,Industri pengolahan,"1,008"
MALUKU,KOTA AMBON,8171,Listrik dan gas,82
MALUKU,KOTA AMBON,8171,Bangunan /konstruksi,"3,126"
MALUKU,KOTA AMBON,8171,Perdagangan,"4,951"
MALUKU,KOTA AMBON,8171,Hotel dan rumah makan,439
MALUKU,KOTA AMBON,8171,Transportasi dan pergudangan,"4,554"
MALUKU,KOTA AMBON,8171,Informasi & komunikasi,77
MALUKU,KOTA AMBON,8171,Keuangan dan asuransi,121
MALUKU,KOTA AMBON,8171,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",317
MALUKU,KOTA AMBON,8171,Pemulung,"3,757"
MALUKU,KOTA AMBON,8171,Lainnya,384
MALUKU,KOTA TUAL,8172,Pertanian tanaman padi & palawija,"2,532"
MALUKU,KOTA TUAL,8172,Hortikultura,219
MALUKU,KOTA TUAL,8172,Perkebunan,108
MALUKU,KOTA TUAL,8172,Perikanan Tangkap,725
MALUKU,KOTA TUAL,8172,Perikanan Budidaya,"1,390"
MALUKU,KOTA TUAL,8172,Peternakan,11
MALUKU,KOTA TUAL,8172,Kehutanan/ pertanian lainnya,17
MALUKU,KOTA TUAL,8172,Pertambangan /penggalian,74
MALUKU,KOTA TUAL,8172,Industri pengolahan,46
MALUKU,KOTA TUAL,8172,Listrik dan gas,19
MALUKU,KOTA TUAL,8172,Bangunan /konstruksi,428
MALUKU,KOTA TUAL,8172,Perdagangan,487
MALUKU,KOTA TUAL,8172,Hotel dan rumah makan,17
MALUKU,KOTA TUAL,8172,Transportasi dan pergudangan,698
MALUKU,KOTA TUAL,8172,Informasi & komunikasi,7
MALUKU,KOTA TUAL,8172,Keuangan dan asuransi,5
MALUKU,KOTA TUAL,8172,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",99
MALUKU,KOTA TUAL,8172,Pemulung,399
MALUKU,KOTA TUAL,8172,Lainnya,10
MALUKU UTARA,HALMAHERA BARAT,8201,Pertanian tanaman padi & palawija,"3,219"
MALUKU UTARA,HALMAHERA BARAT,8201,Hortikultura,882
MALUKU UTARA,HALMAHERA BARAT,8201,Perkebunan,"7,831"
MALUKU UTARA,HALMAHERA BARAT,8201,Perikanan Tangkap,306
MALUKU UTARA,HALMAHERA BARAT,8201,Perikanan Budidaya,3
MALUKU UTARA,HALMAHERA BARAT,8201,Peternakan,8
MALUKU UTARA,HALMAHERA BARAT,8201,Kehutanan/ pertanian lainnya,44
MALUKU UTARA,HALMAHERA BARAT,8201,Pertambangan /penggalian,46
MALUKU UTARA,HALMAHERA BARAT,8201,Industri pengolahan,63
MALUKU UTARA,HALMAHERA BARAT,8201,Listrik dan gas,3
MALUKU UTARA,HALMAHERA BARAT,8201,Bangunan /konstruksi,300
MALUKU UTARA,HALMAHERA BARAT,8201,Perdagangan,215
MALUKU UTARA,HALMAHERA BARAT,8201,Hotel dan rumah makan,18
MALUKU UTARA,HALMAHERA BARAT,8201,Transportasi dan pergudangan,262
MALUKU UTARA,HALMAHERA BARAT,8201,Informasi & komunikasi,3
MALUKU UTARA,HALMAHERA BARAT,8201,Keuangan dan asuransi,1
MALUKU UTARA,HALMAHERA BARAT,8201,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",28
MALUKU UTARA,HALMAHERA BARAT,8201,Pemulung,71
MALUKU UTARA,HALMAHERA BARAT,8201,Lainnya,161
MALUKU UTARA,HALMAHERA TENGAH,8202,Pertanian tanaman padi & palawija,686
MALUKU UTARA,HALMAHERA TENGAH,8202,Hortikultura,224
MALUKU UTARA,HALMAHERA TENGAH,8202,Perkebunan,"5,052"
MALUKU UTARA,HALMAHERA TENGAH,8202,Perikanan Tangkap,234
MALUKU UTARA,HALMAHERA TENGAH,8202,Perikanan Budidaya,7
MALUKU UTARA,HALMAHERA TENGAH,8202,Peternakan,23
MALUKU UTARA,HALMAHERA TENGAH,8202,Kehutanan/ pertanian lainnya,90
MALUKU UTARA,HALMAHERA TENGAH,8202,Pertambangan /penggalian,193
MALUKU UTARA,HALMAHERA TENGAH,8202,Industri pengolahan,69
MALUKU UTARA,HALMAHERA TENGAH,8202,Listrik dan gas,6
MALUKU UTARA,HALMAHERA TENGAH,8202,Bangunan /konstruksi,135
MALUKU UTARA,HALMAHERA TENGAH,8202,Perdagangan,196
MALUKU UTARA,HALMAHERA TENGAH,8202,Hotel dan rumah makan,6
MALUKU UTARA,HALMAHERA TENGAH,8202,Transportasi dan pergudangan,67
MALUKU UTARA,HALMAHERA TENGAH,8202,Informasi & komunikasi,0
MALUKU UTARA,HALMAHERA TENGAH,8202,Keuangan dan asuransi,0
MALUKU UTARA,HALMAHERA TENGAH,8202,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",51
MALUKU UTARA,HALMAHERA TENGAH,8202,Pemulung,78
MALUKU UTARA,HALMAHERA TENGAH,8202,Lainnya,156
MALUKU UTARA,KEPULAUAN SULA,8203,Pertanian tanaman padi & palawija,806
MALUKU UTARA,KEPULAUAN SULA,8203,Hortikultura,178
MALUKU UTARA,KEPULAUAN SULA,8203,Perkebunan,"3,549"
MALUKU UTARA,KEPULAUAN SULA,8203,Perikanan Tangkap,300
MALUKU UTARA,KEPULAUAN SULA,8203,Perikanan Budidaya,5
MALUKU UTARA,KEPULAUAN SULA,8203,Peternakan,2
MALUKU UTARA,KEPULAUAN SULA,8203,Kehutanan/ pertanian lainnya,125
MALUKU UTARA,KEPULAUAN SULA,8203,Pertambangan /penggalian,128
MALUKU UTARA,KEPULAUAN SULA,8203,Industri pengolahan,56
MALUKU UTARA,KEPULAUAN SULA,8203,Listrik dan gas,1
MALUKU UTARA,KEPULAUAN SULA,8203,Bangunan /konstruksi,111
MALUKU UTARA,KEPULAUAN SULA,8203,Perdagangan,199
MALUKU UTARA,KEPULAUAN SULA,8203,Hotel dan rumah makan,12
MALUKU UTARA,KEPULAUAN SULA,8203,Transportasi dan pergudangan,178
MALUKU UTARA,KEPULAUAN SULA,8203,Informasi & komunikasi,2
MALUKU UTARA,KEPULAUAN SULA,8203,Keuangan dan asuransi,2
MALUKU UTARA,KEPULAUAN SULA,8203,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",32
MALUKU UTARA,KEPULAUAN SULA,8203,Pemulung,187
MALUKU UTARA,KEPULAUAN SULA,8203,Lainnya,126
MALUKU UTARA,HALMAHERA SELATAN,8204,Pertanian tanaman padi & palawija,"2,761"
MALUKU UTARA,HALMAHERA SELATAN,8204,Hortikultura,667
MALUKU UTARA,HALMAHERA SELATAN,8204,Perkebunan,"10,066"
MALUKU UTARA,HALMAHERA SELATAN,8204,Perikanan Tangkap,945
MALUKU UTARA,HALMAHERA SELATAN,8204,Perikanan Budidaya,59
MALUKU UTARA,HALMAHERA SELATAN,8204,Peternakan,6
MALUKU UTARA,HALMAHERA SELATAN,8204,Kehutanan/ pertanian lainnya,116
MALUKU UTARA,HALMAHERA SELATAN,8204,Pertambangan /penggalian,595
MALUKU UTARA,HALMAHERA SELATAN,8204,Industri pengolahan,59
MALUKU UTARA,HALMAHERA SELATAN,8204,Listrik dan gas,7
MALUKU UTARA,HALMAHERA SELATAN,8204,Bangunan /konstruksi,208
MALUKU UTARA,HALMAHERA SELATAN,8204,Perdagangan,253
MALUKU UTARA,HALMAHERA SELATAN,8204,Hotel dan rumah makan,16
MALUKU UTARA,HALMAHERA SELATAN,8204,Transportasi dan pergudangan,196
MALUKU UTARA,HALMAHERA SELATAN,8204,Informasi & komunikasi,3
MALUKU UTARA,HALMAHERA SELATAN,8204,Keuangan dan asuransi,5
MALUKU UTARA,HALMAHERA SELATAN,8204,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",82
MALUKU UTARA,HALMAHERA SELATAN,8204,Pemulung,169
MALUKU UTARA,HALMAHERA SELATAN,8204,Lainnya,81
MALUKU UTARA,HALMAHERA UTARA,8205,Pertanian tanaman padi & palawija,"2,056"
MALUKU UTARA,HALMAHERA UTARA,8205,Hortikultura,251
MALUKU UTARA,HALMAHERA UTARA,8205,Perkebunan,"6,458"
MALUKU UTARA,HALMAHERA UTARA,8205,Perikanan Tangkap,370
MALUKU UTARA,HALMAHERA UTARA,8205,Perikanan Budidaya,12
MALUKU UTARA,HALMAHERA UTARA,8205,Peternakan,26
MALUKU UTARA,HALMAHERA UTARA,8205,Kehutanan/ pertanian lainnya,121
MALUKU UTARA,HALMAHERA UTARA,8205,Pertambangan /penggalian,56
MALUKU UTARA,HALMAHERA UTARA,8205,Industri pengolahan,147
MALUKU UTARA,HALMAHERA UTARA,8205,Listrik dan gas,5
MALUKU UTARA,HALMAHERA UTARA,8205,Bangunan /konstruksi,166
MALUKU UTARA,HALMAHERA UTARA,8205,Perdagangan,170
MALUKU UTARA,HALMAHERA UTARA,8205,Hotel dan rumah makan,15
MALUKU UTARA,HALMAHERA UTARA,8205,Transportasi dan pergudangan,308
MALUKU UTARA,HALMAHERA UTARA,8205,Informasi & komunikasi,0
MALUKU UTARA,HALMAHERA UTARA,8205,Keuangan dan asuransi,4
MALUKU UTARA,HALMAHERA UTARA,8205,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",4
MALUKU UTARA,HALMAHERA UTARA,8205,Pemulung,108
MALUKU UTARA,HALMAHERA UTARA,8205,Lainnya,129
MALUKU UTARA,HALMAHERA TIMUR,8206,Pertanian tanaman padi & palawija,"2,958"
MALUKU UTARA,HALMAHERA TIMUR,8206,Hortikultura,308
MALUKU UTARA,HALMAHERA TIMUR,8206,Perkebunan,"6,352"
MALUKU UTARA,HALMAHERA TIMUR,8206,Perikanan Tangkap,392
MALUKU UTARA,HALMAHERA TIMUR,8206,Perikanan Budidaya,11
MALUKU UTARA,HALMAHERA TIMUR,8206,Peternakan,158
MALUKU UTARA,HALMAHERA TIMUR,8206,Kehutanan/ pertanian lainnya,45
MALUKU UTARA,HALMAHERA TIMUR,8206,Pertambangan /penggalian,134
MALUKU UTARA,HALMAHERA TIMUR,8206,Industri pengolahan,150
MALUKU UTARA,HALMAHERA TIMUR,8206,Listrik dan gas,4
MALUKU UTARA,HALMAHERA TIMUR,8206,Bangunan /konstruksi,255
MALUKU UTARA,HALMAHERA TIMUR,8206,Perdagangan,364
MALUKU UTARA,HALMAHERA TIMUR,8206,Hotel dan rumah makan,11
MALUKU UTARA,HALMAHERA TIMUR,8206,Transportasi dan pergudangan,112
MALUKU UTARA,HALMAHERA TIMUR,8206,Informasi & komunikasi,0
MALUKU UTARA,HALMAHERA TIMUR,8206,Keuangan dan asuransi,4
MALUKU UTARA,HALMAHERA TIMUR,8206,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",52
MALUKU UTARA,HALMAHERA TIMUR,8206,Pemulung,219
MALUKU UTARA,HALMAHERA TIMUR,8206,Lainnya,287
MALUKU UTARA,PULAU MOROTAI,8207,Pertanian tanaman padi & palawija,"1,688"
MALUKU UTARA,PULAU MOROTAI,8207,Hortikultura,477
MALUKU UTARA,PULAU MOROTAI,8207,Perkebunan,"3,178"
MALUKU UTARA,PULAU MOROTAI,8207,Perikanan Tangkap,197
MALUKU UTARA,PULAU MOROTAI,8207,Perikanan Budidaya,8
MALUKU UTARA,PULAU MOROTAI,8207,Peternakan,1
MALUKU UTARA,PULAU MOROTAI,8207,Kehutanan/ pertanian lainnya,8
MALUKU UTARA,PULAU MOROTAI,8207,Pertambangan /penggalian,14
MALUKU UTARA,PULAU MOROTAI,8207,Industri pengolahan,19
MALUKU UTARA,PULAU MOROTAI,8207,Listrik dan gas,0
MALUKU UTARA,PULAU MOROTAI,8207,Bangunan /konstruksi,51
MALUKU UTARA,PULAU MOROTAI,8207,Perdagangan,24
MALUKU UTARA,PULAU MOROTAI,8207,Hotel dan rumah makan,2
MALUKU UTARA,PULAU MOROTAI,8207,Transportasi dan pergudangan,38
MALUKU UTARA,PULAU MOROTAI,8207,Informasi & komunikasi,0
MALUKU UTARA,PULAU MOROTAI,8207,Keuangan dan asuransi,0
MALUKU UTARA,PULAU MOROTAI,8207,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",6
MALUKU UTARA,PULAU MOROTAI,8207,Pemulung,45
MALUKU UTARA,PULAU MOROTAI,8207,Lainnya,103
MALUKU UTARA,PULAU TALIABU,8208,Pertanian tanaman padi & palawija,82
MALUKU UTARA,PULAU TALIABU,8208,Hortikultura,41
MALUKU UTARA,PULAU TALIABU,8208,Perkebunan,"3,214"
MALUKU UTARA,PULAU TALIABU,8208,Perikanan Tangkap,129
MALUKU UTARA,PULAU TALIABU,8208,Perikanan Budidaya,140
MALUKU UTARA,PULAU TALIABU,8208,Peternakan,4
MALUKU UTARA,PULAU TALIABU,8208,Kehutanan/ pertanian lainnya,17
MALUKU UTARA,PULAU TALIABU,8208,Pertambangan /penggalian,21
MALUKU UTARA,PULAU TALIABU,8208,Industri pengolahan,14
MALUKU UTARA,PULAU TALIABU,8208,Listrik dan gas,0
MALUKU UTARA,PULAU TALIABU,8208,Bangunan /konstruksi,18
MALUKU UTARA,PULAU TALIABU,8208,Perdagangan,60
MALUKU UTARA,PULAU TALIABU,8208,Hotel dan rumah makan,7
MALUKU UTARA,PULAU TALIABU,8208,Transportasi dan pergudangan,5
MALUKU UTARA,PULAU TALIABU,8208,Informasi & komunikasi,0
MALUKU UTARA,PULAU TALIABU,8208,Keuangan dan asuransi,0
MALUKU UTARA,PULAU TALIABU,8208,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",16
MALUKU UTARA,PULAU TALIABU,8208,Pemulung,54
MALUKU UTARA,PULAU TALIABU,8208,Lainnya,121
MALUKU UTARA,KOTA TERNATE,8271,Pertanian tanaman padi & palawija,134
MALUKU UTARA,KOTA TERNATE,8271,Hortikultura,493
MALUKU UTARA,KOTA TERNATE,8271,Perkebunan,"1,818"
MALUKU UTARA,KOTA TERNATE,8271,Perikanan Tangkap,294
MALUKU UTARA,KOTA TERNATE,8271,Perikanan Budidaya,4
MALUKU UTARA,KOTA TERNATE,8271,Peternakan,11
MALUKU UTARA,KOTA TERNATE,8271,Kehutanan/ pertanian lainnya,3
MALUKU UTARA,KOTA TERNATE,8271,Pertambangan /penggalian,197
MALUKU UTARA,KOTA TERNATE,8271,Industri pengolahan,190
MALUKU UTARA,KOTA TERNATE,8271,Listrik dan gas,3
MALUKU UTARA,KOTA TERNATE,8271,Bangunan /konstruksi,422
MALUKU UTARA,KOTA TERNATE,8271,Perdagangan,686
MALUKU UTARA,KOTA TERNATE,8271,Hotel dan rumah makan,24
MALUKU UTARA,KOTA TERNATE,8271,Transportasi dan pergudangan,635
MALUKU UTARA,KOTA TERNATE,8271,Informasi & komunikasi,7
MALUKU UTARA,KOTA TERNATE,8271,Keuangan dan asuransi,12
MALUKU UTARA,KOTA TERNATE,8271,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",64
MALUKU UTARA,KOTA TERNATE,8271,Pemulung,519
MALUKU UTARA,KOTA TERNATE,8271,Lainnya,44
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Pertanian tanaman padi & palawija,"1,141"
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Hortikultura,"1,632"
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Perkebunan,"4,455"
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Perikanan Tangkap,555
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Perikanan Budidaya,5
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Peternakan,9
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Kehutanan/ pertanian lainnya,26
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Pertambangan /penggalian,54
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Industri pengolahan,184
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Listrik dan gas,15
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Bangunan /konstruksi,987
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Perdagangan,829
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Hotel dan rumah makan,28
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Transportasi dan pergudangan,435
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Informasi & komunikasi,12
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Keuangan dan asuransi,23
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",131
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Pemulung,279
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Lainnya,432
PAPUA BARAT,FAKFAK,9101,Pertanian tanaman padi & palawija,"2,760"
PAPUA BARAT,FAKFAK,9101,Hortikultura,"2,087"
PAPUA BARAT,FAKFAK,9101,Perkebunan,"2,462"
PAPUA BARAT,FAKFAK,9101,Perikanan Tangkap,"1,606"
PAPUA BARAT,FAKFAK,9101,Perikanan Budidaya,218
PAPUA BARAT,FAKFAK,9101,Peternakan,6
PAPUA BARAT,FAKFAK,9101,Kehutanan/ pertanian lainnya,86
PAPUA BARAT,FAKFAK,9101,Pertambangan /penggalian,100
PAPUA BARAT,FAKFAK,9101,Industri pengolahan,29
PAPUA BARAT,FAKFAK,9101,Listrik dan gas,15
PAPUA BARAT,FAKFAK,9101,Bangunan /konstruksi,850
PAPUA BARAT,FAKFAK,9101,Perdagangan,648
PAPUA BARAT,FAKFAK,9101,Hotel dan rumah makan,19
PAPUA BARAT,FAKFAK,9101,Transportasi dan pergudangan,579
PAPUA BARAT,FAKFAK,9101,Informasi & komunikasi,2
PAPUA BARAT,FAKFAK,9101,Keuangan dan asuransi,11
PAPUA BARAT,FAKFAK,9101,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",83
PAPUA BARAT,FAKFAK,9101,Pemulung,361
PAPUA BARAT,FAKFAK,9101,Lainnya,417
PAPUA BARAT,KAIMANA,9102,Pertanian tanaman padi & palawija,"6,020"
PAPUA BARAT,KAIMANA,9102,Hortikultura,863
PAPUA BARAT,KAIMANA,9102,Perkebunan,414
PAPUA BARAT,KAIMANA,9102,Perikanan Tangkap,670
PAPUA BARAT,KAIMANA,9102,Perikanan Budidaya,10
PAPUA BARAT,KAIMANA,9102,Peternakan,3
PAPUA BARAT,KAIMANA,9102,Kehutanan/ pertanian lainnya,271
PAPUA BARAT,KAIMANA,9102,Pertambangan /penggalian,63
PAPUA BARAT,KAIMANA,9102,Industri pengolahan,5
PAPUA BARAT,KAIMANA,9102,Listrik dan gas,7
PAPUA BARAT,KAIMANA,9102,Bangunan /konstruksi,150
PAPUA BARAT,KAIMANA,9102,Perdagangan,93
PAPUA BARAT,KAIMANA,9102,Hotel dan rumah makan,5
PAPUA BARAT,KAIMANA,9102,Transportasi dan pergudangan,128
PAPUA BARAT,KAIMANA,9102,Informasi & komunikasi,1
PAPUA BARAT,KAIMANA,9102,Keuangan dan asuransi,1
PAPUA BARAT,KAIMANA,9102,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",18
PAPUA BARAT,KAIMANA,9102,Pemulung,74
PAPUA BARAT,KAIMANA,9102,Lainnya,22
PAPUA BARAT,TELUK WONDAMA,9103,Pertanian tanaman padi & palawija,"1,688"
PAPUA BARAT,TELUK WONDAMA,9103,Hortikultura,247
PAPUA BARAT,TELUK WONDAMA,9103,Perkebunan,31
PAPUA BARAT,TELUK WONDAMA,9103,Perikanan Tangkap,"1,451"
PAPUA BARAT,TELUK WONDAMA,9103,Perikanan Budidaya,0
PAPUA BARAT,TELUK WONDAMA,9103,Peternakan,4
PAPUA BARAT,TELUK WONDAMA,9103,Kehutanan/ pertanian lainnya,915
PAPUA BARAT,TELUK WONDAMA,9103,Pertambangan /penggalian,58
PAPUA BARAT,TELUK WONDAMA,9103,Industri pengolahan,15
PAPUA BARAT,TELUK WONDAMA,9103,Listrik dan gas,0
PAPUA BARAT,TELUK WONDAMA,9103,Bangunan /konstruksi,190
PAPUA BARAT,TELUK WONDAMA,9103,Perdagangan,124
PAPUA BARAT,TELUK WONDAMA,9103,Hotel dan rumah makan,0
PAPUA BARAT,TELUK WONDAMA,9103,Transportasi dan pergudangan,34
PAPUA BARAT,TELUK WONDAMA,9103,Informasi & komunikasi,0
PAPUA BARAT,TELUK WONDAMA,9103,Keuangan dan asuransi,0
PAPUA BARAT,TELUK WONDAMA,9103,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",12
PAPUA BARAT,TELUK WONDAMA,9103,Pemulung,148
PAPUA BARAT,TELUK WONDAMA,9103,Lainnya,8
PAPUA BARAT,TELUK BINTUNI,9104,Pertanian tanaman padi & palawija,"2,691"
PAPUA BARAT,TELUK BINTUNI,9104,Hortikultura,"1,065"
PAPUA BARAT,TELUK BINTUNI,9104,Perkebunan,264
PAPUA BARAT,TELUK BINTUNI,9104,Perikanan Tangkap,"1,524"
PAPUA BARAT,TELUK BINTUNI,9104,Perikanan Budidaya,4
PAPUA BARAT,TELUK BINTUNI,9104,Peternakan,15
PAPUA BARAT,TELUK BINTUNI,9104,Kehutanan/ pertanian lainnya,361
PAPUA BARAT,TELUK BINTUNI,9104,Pertambangan /penggalian,80
PAPUA BARAT,TELUK BINTUNI,9104,Industri pengolahan,566
PAPUA BARAT,TELUK BINTUNI,9104,Listrik dan gas,45
PAPUA BARAT,TELUK BINTUNI,9104,Bangunan /konstruksi,405
PAPUA BARAT,TELUK BINTUNI,9104,Perdagangan,287
PAPUA BARAT,TELUK BINTUNI,9104,Hotel dan rumah makan,8
PAPUA BARAT,TELUK BINTUNI,9104,Transportasi dan pergudangan,348
PAPUA BARAT,TELUK BINTUNI,9104,Informasi & komunikasi,4
PAPUA BARAT,TELUK BINTUNI,9104,Keuangan dan asuransi,3
PAPUA BARAT,TELUK BINTUNI,9104,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",45
PAPUA BARAT,TELUK BINTUNI,9104,Pemulung,402
PAPUA BARAT,TELUK BINTUNI,9104,Lainnya,28
PAPUA BARAT,MANOKWARI,9105,Pertanian tanaman padi & palawija,"7,280"
PAPUA BARAT,MANOKWARI,9105,Hortikultura,"4,210"
PAPUA BARAT,MANOKWARI,9105,Perkebunan,"2,710"
PAPUA BARAT,MANOKWARI,9105,Perikanan Tangkap,810
PAPUA BARAT,MANOKWARI,9105,Perikanan Budidaya,7
PAPUA BARAT,MANOKWARI,9105,Peternakan,81
PAPUA BARAT,MANOKWARI,9105,Kehutanan/ pertanian lainnya,148
PAPUA BARAT,MANOKWARI,9105,Pertambangan /penggalian,41
PAPUA BARAT,MANOKWARI,9105,Industri pengolahan,48
PAPUA BARAT,MANOKWARI,9105,Listrik dan gas,7
PAPUA BARAT,MANOKWARI,9105,Bangunan /konstruksi,841
PAPUA BARAT,MANOKWARI,9105,Perdagangan,"1,240"
PAPUA BARAT,MANOKWARI,9105,Hotel dan rumah makan,56
PAPUA BARAT,MANOKWARI,9105,Transportasi dan pergudangan,583
PAPUA BARAT,MANOKWARI,9105,Informasi & komunikasi,6
PAPUA BARAT,MANOKWARI,9105,Keuangan dan asuransi,6
